x,y,station
221.7988,347.9623,0
223.4234,348.4209,1
225.9161,349.1646,0
227.89,349.6814,0
230.1402,350.5636,0
231.6164,351.7102,0
233.1937,352.6856,0
235.7498,352.5158,0
237.5897,352.1823,0
239.2554,351.8736,0
241.7916,351.4032,0
243.4585,351.1363,0
245.6812,351.2547,0
248.0006,351.9056,0
250.1912,351.7614,0
251.8914,350.9987,0
254.0469,349.8821,0
255.8723,349.4796,0
257.7232,349.2327,0
260.1082,348.9208,0
262.2561,347.8427,0
263.8949,347.5576,0
266.1323,347.7918,0
267.9282,347.243,1
270.508,347.4734,0
272.1876,347.6932,0
274.2754,346.9667,0
276.0334,346.368,0
278.2807,346.2584,0
280.6785,346.0429,0
282.2324,345.1234,0
283.5302,343.8018,0
285.2675,342.3556,0
287.1147,341.0625,0
289.0725,339.6678,0
290.147,338.3594,0
292.0849,336.9177,0
293.5311,336.0466,0
295.4799,334.9025,0
297.5605,333.6457,0
299.5613,332.5949,0
301.4971,332.0352,0
303.7294,332.4116,1
305.3973,332.3639,0
307.0975,332.7591,0
308.2186,335.1304,0
309.1631,336.7351,0
310.4466,338.5873,0
311.2068,340.092,0
311.3662,342.2773,0
310.5861,344.5628,0
309.527,346.5311,0
308.5272,347.8968,0
306.8421,349.3625,0
305.2911,350.3871,1
303.0928,351.7782,0
301.2371,353.0317,0
302.786,353.2516,0
304.7669,352.1917,0
306.4348,351.0178,0
307.6947,349.8872,0
309.6313,347.8613,0
310.6411,346.5015,0
312.0487,344.5348,0
313.1343,343.2489,0
314.6964,341.6231,1
316.4677,339.9582,0
317.857,338.7237,0
319.5921,337.6557,0
321.3094,336.9486,0
323.4641,336.3059,0
325.4837,336.2031,0
327.837,336.8307,0
329.4464,337.3489,0
331.3128,338.8621,0
332.5465,340.0196,1
333.7366,341.8921,0
335.5886,342.4244,0
336.9988,341.4958,0
339.0749,339.9651,0
340.4578,339.006,0
342.3087,337.7373,0
344.3067,336.3526,0
345.611,335.2735,0
347.1552,333.6838,0
348.6855,331.7929,0
349.6659,330.194,0
350.9156,328.1281,0
351.7029,326.6348,1
352.6978,325.0479,0
354.0117,323.0611,0
353.1275,321.3667,0
351.4242,322.4511,0
351.1828,324.1281,0
351.8864,326.2429,0
349.6644,325.5631,0
348.2751,324.613,0
346.8021,323.4719,0
345.4976,321.6848,0
344.1996,319.6163,0
342.9812,317.7195,0
341.8506,316.2368,0
340.4894,314.4528,0
339.0214,312.7362,0
337.6744,311.4492,0
335.7329,309.9682,0
334.139,309.0151,0
331.8018,309.4385,0
330.98,308.2057,0
330.8394,305.7733,0
330.853,304.0836,0
331.8797,301.8969,0
332.7749,300.4731,0
334.2228,298.5204,0
335.4093,297.0692,0
337.0364,295.263,0
338.1933,293.8117,0
339.3145,291.4765,1
339.8944,289.8907,0
340.4111,288.6965,0
339.8318,290.8529,0
339.3055,292.6468,0
338.3185,294.6709,0
337.0094,296.4904,0
335.6673,297.7917,0
334.2345,298.9752,0
332.25,300.0123,0
330.1187,300.7129,0
328.2915,301.1323,0
326.0609,301.3728,0
323.8089,301.325,0
321.969,301.0363,0
320.0677,300.3221,0
317.9428,299.1375,0
316.6691,297.7928,0
315.087,296.195,0
314.0695,294.6245,0
312.8693,292.5108,0
312.0534,291.0389,0
310.998,289.0523,1
310.034,287.229,0
308.6823,286.3718,0
308.5363,288.0458,0
309.3503,290.2676,0
310.3917,292.0287,0
311.3987,293.5847,0
312.6814,295.4251,0
313.8029,296.9352,0
315.2377,298.8977,0
316.5539,300.7218,0
317.6281,302.2525,0
318.6251,303.8209,0
319.9203,306.0707,0
320.8435,307.7032,0
322.0183,309.8315,0
322.8217,311.3167,0
323.9447,313.4603,0
324.8721,315.5126,0
324.8485,317.1753,0
323.8871,319.3802,0
322.5068,320.6056,0
320.4454,321.4894,0
318.8521,322.0403,0
316.6524,323.0728,0
314.5523,323.8632,0
312.4453,324.6513,0
310.347,325.4621,0
308.9742,325.9987,0
306.8641,326.8091,0
304.5509,327.5563,0
302.9437,328.074,0
300.2718,328.9457,0
298.6719,329.4679,0
296.5333,330.1655,0
294.2655,330.9744,0
292.7373,331.7051,0
290.951,332.6678,0
289.0764,333.9186,0
287.7366,335.2044,0
286.3507,336.9265,0
284.886,338.8805,0
283.7446,340.3614,0
282.5456,341.782,0
280.819,343.7424,0
279.4874,345.0297,0
277.5175,346.47,0
276.0823,347.3458,1
273.7801,348.153,0
271.6042,348.7657,0
269.8108,349.2551,0
267.4854,349.9443,0
265.7171,350.5179,0
264.1267,351.1004,0
261.7019,352.0428,0
259.5962,352.8185,0
257.4766,353.5877,0
255.6493,353.9612,0
253.6304,354.1683,0
251.2139,354.4335,0
249.5574,354.728,0
247.1701,355.2407,0
245.5414,355.6859,0
243.216,356.3557,0
241.5625,356.6658,0
239.1622,356.9161,0
237.1404,356.9258,0
234.8882,356.732,1
232.8485,356.571,0
230.8243,356.4244,0
228.953,356.3015,0
226.6986,356.3252,0
224.4793,356.6607,0
222.7914,357.4325,0
220.644,358.8768,0
219.3022,360.1753,0
218.2236,361.6753,0
217.0334,363.5901,0
215.8491,365.713,0
214.8932,367.5157,0
214.0989,369.0119,0
213.0152,371.1571,0
212.0379,373.3888,0
211.3793,374.9436,0
210.5438,377.2144,0
210.1191,378.8407,0
210.0696,381.4249,0
210.2168,383.2725,0
210.3847,385.1405,0
